@relation pima_diabetes-weka.filters.unsupervised.attribute.Remove-R9_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A8-N200-T1.0E-4

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric

@data
0.02635,-0.016723,0.021062,0.000327,0.026685,0.029923,0.011479,0.014406
-0.000885,0.041926,-0.020108,-0.006049,-0.044362,0.026507,-0.023348,0.025853
-0.011968,-0.012262,-0.02139,-0.009697,0.036606,0.026536,0.021391,0.025594
0.000613,0.028197,0.029523,-0.003631,0.032269,-0.026672,0.01061,-0.026359
0.008096,-0.029163,0.013496,-0.031549,0.003869,0.013551,-0.003251,-0.020212
0.055956,-0.006179,-0.031222,0.01423,0.010668,0.01394,-0.061684,0.028795
-0.024256,-0.004355,-0.00821,-0.00609,0.008467,0.006677,0.01645,-0.003182
-0.008003,0.045033,0.020475,0.015593,-0.005052,0.032572,0.000969,-0.042282
-0.000215,0.003666,0.015886,-0.001924,0.033391,-0.077034,0.006023,-0.057259
-0.046613,0.004927,-0.009026,-0.01067,-0.001611,-0.001639,0.018225,0.040142
0.037428,0.050289,0.02498,0.03088,-0.04026,-0.09257,0.030085,-0.029619
0.000201,-0.025502,0.056003,0.00085,-0.006282,0.021799,0.017093,-0.013101
-0.034371,0.037053,-0.021202,-0.012808,0.013551,-0.011295,-0.011262,0.002462
0.013321,0.050082,-0.024858,-0.007503,-0.002188,-0.015943,0.040378,-0.009142
0.009197,0.040327,0.040902,0.024581,0.004049,-0.034194,-0.112102,0.020465
-0.047536,0.02697,-0.03351,-0.014679,0.024536,-0.015584,-0.003804,0.004328
-0.030078,0.03882,0.046271,-0.004887,0.024938,-0.025201,0.037488,-0.020034
0.015908,-0.006068,-0.002112,-0.011694,0.020586,0.015072,0.023642,0.024906
-0.029924,-0.030966,0.026818,0.006768,-0.010044,-0.090005,-0.043461,-0.033958
-0.068582,-0.017026,-0.039803,0.020749,0.021924,0.008943,0.019286,0.021898
-0.032351,0.029135,-0.003951,0.001056,-0.031049,0.002026,-0.010086,0.027875
0.106588,0.01007,0.012478,0.003479,0.008643,0.025182,-0.08303,0.001151
-0.034406,-0.011475,-0.021013,-0.019058,-0.015286,0.021387,0.018761,-0.010389
0.03228,-0.080655,-0.028778,-0.098526,-0.047467,-0.108859,0.0792,0.017966
-0.028579,0.003621,0.027831,0.036226,-0.059255,-0.001082,-0.063648,-0.037413
-0.018353,0.028718,0.004089,-0.02632,0.001327,0.025895,0.013391,-0.021662
-0.043963,-0.021261,-0.001039,0.007075,0.043094,-0.036741,0.062461,0.046702
0.099735,-0.0722,-0.036133,-0.093733,-0.053128,-0.011069,0.057332,0.014498
0.011167,-0.012445,-0.018271,0.028095,-0.031582,-0.006535,0.008172,-0.033921
0.005643,-0.01377,0.046864,0.011049,0.028443,-0.011344,-0.066214,0.027353
-0.008123,-0.034719,-0.004299,0.032968,0.005712,-0.082666,-0.010827,-0.0364
-0.003334,0.013471,0.024744,-0.008308,0.031063,0.004387,0.013545,-0.037028
0.036761,0.027317,-0.011839,0.008022,0.001075,0.042482,0.018149,-0.006526
-0.029826,0.012059,-0.075131,-0.01202,-0.019926,0.115169,-0.008907,0.01866
-0.021072,-0.022817,-0.016058,0.033621,0.00144,-0.015713,-0.008396,-0.050446
0.028674,-0.049113,-0.038559,0.041704,-0.071243,0.010197,-0.002874,-0.00635
-0.011649,0.00879,-0.010733,0.042916,-0.026863,-0.011479,-0.014873,0.047122
0.017226,-0.002387,0.017637,-0.052411,0.027168,-0.01426,0.008321,-0.007945
-0.005319,-0.028385,0.020688,-0.114856,-0.050033,-0.025316,0.014145,-0.01736
-0.015751,0.034331,0.019684,-0.019081,-0.008501,0.025364,-0.001708,-0.016465
-0.033438,-0.025325,-0.094703,0.030155,-0.052908,0.105667,-0.018489,0.035227
-0.040186,-0.061706,-0.048193,0.028757,-0.006549,0.007628,0.003249,-0.042303
-0.019586,-0.003611,-0.002367,0.023026,0.01294,-0.029582,-0.002763,-0.058067
-0.000547,0.024265,-0.068388,0.031043,-0.045833,0.045047,0.021874,0.024239
0.0091,-0.001473,-0.009736,-0.017823,0.009815,0.036983,0.005445,-0.029465
-0.0252,-0.076159,-0.046896,0.016403,0.024595,0.019685,-0.0132,-0.050969
0.005217,0.002083,0.016237,0.045401,-0.021873,-0.061533,-0.025246,-0.036678
0.039396,-0.003419,0.007952,-0.041994,0.028435,0.018226,0.008636,0.045569
0.006707,-0.070109,0.001264,-0.103772,-0.08389,-0.057182,-0.073861,0.090149
-0.02228,0.005133,-0.011389,0.018442,-0.058072,0.016007,-0.069836,0.064032
0.027902,0.001281,0.044814,0.000905,0.070819,-0.04205,0.026079,0.022925
-0.008822,-0.006019,0.092597,-0.006312,0.031123,-0.031916,0.007764,0.026554
0.046395,0.013791,-0.01311,0.030595,-0.064193,-0.05843,0.049319,-0.011647
0.025866,0.048807,-0.076979,0.080791,-0.045655,0.000764,0.024956,0.050579
0.071001,-0.023666,-0.04903,0.051458,-0.054061,-0.040696,0.056892,-0.003786
-0.028987,-0.024927,0.053718,0.021055,0.011616,0.003867,0.026304,0.010283
-0.010914,-0.016237,-0.005835,-0.026104,-0.013793,0.016736,-0.017662,0.025444
-0.014289,-0.009662,0.012961,0.004159,-0.00055,-0.013888,-0.030597,-0.052384
-0.010306,0.053799,-0.002962,-0.029305,0.012759,0.014008,0.011975,-0.033672
-0.036185,0.014813,-0.002854,0.020954,0.01286,0.046804,-0.012422,-0.036374
0.002169,0.046275,-0.012701,0.062043,0.002501,-0.000098,0.057969,0.006218
0.096572,-0.064185,0.090314,0.020652,0.119476,0.055202,-0.033177,0.048864
0.134257,0.096681,0.079811,-0.044124,0.078754,0.074306,-0.056873,-0.043043
-0.009416,-0.019867,-0.034187,-0.016754,0.019735,0.038449,0.01609,-0.005731
-0.034904,0.018138,-0.016383,-0.03225,0.00115,0.004941,0.012739,0.038793
0.018922,-0.006797,0.000192,-0.038635,0.02182,0.01203,0.003112,0.053958
-0.006326,-0.026265,0.05182,0.059498,-0.052772,0.008965,-0.019391,0.08588
-0.019398,0.030728,0.001778,0.011873,0.022472,0.03498,0.022663,-0.041143
-0.016936,-0.003803,-0.034834,-0.029816,0.016211,0.029816,0.004957,0.02981
-0.031454,-0.072514,-0.039598,0.016873,0.012734,-0.069037,0.016762,-0.033482
0.038533,-0.004196,-0.069527,0.042891,0.049306,0.044663,0.008633,0.026707
0.020235,0.012953,-0.009024,-0.011883,0.040284,0.029297,-0.007616,0.002538
-0.00968,0.071055,-0.001528,-0.026425,0.016153,0.010419,0.010354,-0.026697
0.031183,-0.030351,0.03935,-0.012697,0.031953,0.05338,0.005934,-0.038227
0.06966,-0.004754,-0.002035,-0.023183,0.038352,0.061646,-0.024813,-0.018892
-0.01882,0.0463,0.021768,-0.010837,0.014223,0.002609,0.023587,-0.012918
-0.011324,0.032376,0.016624,-0.03565,-0.000936,-0.002781,0.021973,-0.028489
0.016,0.018738,-0.020269,-0.003597,0.009208,-0.004051,-0.033948,0.014046
-0.033959,0.008493,-0.054773,0.052833,-0.017589,-0.011455,-0.032842,0.037117
0.029304,0.003411,0.036771,0.058876,-0.042803,0.010956,0.055401,0.037713
0.030843,-0.014392,-0.006219,-0.007749,0.024441,0.03799,-0.022723,-0.000831
0.017049,0.004974,-0.004368,0.012314,-0.027251,0.041918,0.058601,0.031813
-0.032956,-0.067568,-0.019834,0.010589,0.030282,-0.074857,-0.008581,-0.042609
-0.02665,-0.02213,0.103201,0.011499,0.012676,0.05452,0.058687,-0.023936
0.016561,0.026501,0.024748,0.010256,-0.013476,0.01737,0.002363,-0.02352
0.031136,-0.02505,0.002684,0.009802,0.039696,-0.038951,-0.021229,-0.053105
0.082725,-0.042412,0.059852,-0.016736,0.057348,0.063507,-0.017747,0.00353
0.059766,0.025322,0.006443,-0.021965,-0.010138,0.048746,-0.006013,0.036014
-0.027598,0.050799,-0.032853,-0.03776,0.032555,-0.035703,0.015189,0.022621
-0.005522,0.011667,0.003009,-0.001109,-0.005575,0.040528,-0.012678,-0.062234
-0.02297,0.041271,0.004005,-0.031103,0.049228,-0.102339,-0.006863,0.004977
-0.026029,-0.026264,-0.020443,0.000558,-0.027532,0.006637,0.006996,-0.039768
0.027865,0.020322,0.005199,0.009964,-0.069391,-0.035489,0.024807,-0.018443
-0.025361,0.038301,-0.004069,0.012987,0.010298,-0.023466,-0.011046,0.035527
-0.032018,0.007147,-0.021608,0.018497,-0.040826,0.031027,-0.055923,0.013244
-0.004019,-0.009296,0.002972,-0.00015,-0.019845,-0.075476,0.018569,-0.031039
-0.014619,-0.045441,-0.008224,-0.034825,0.008115,-0.001598,0.024169,0.039332
0.025802,-0.002526,-0.017945,0.022049,-0.035726,-0.00377,0.020152,-0.032139
0.006177,0.018722,-0.003592,-0.017395,0.001385,0.017831,0.024737,-0.059911
0.077351,-0.009235,0.048747,0.001965,0.042843,-0.068021,-0.068751,-0.047638
-0.017531,-0.053695,0.093162,0.020478,0.040185,0.025983,0.077394,0.071464
-0.012199,0.021942,-0.02905,0.012246,0.032609,0.010854,-0.06445,0.019833
-0.011509,-0.004755,0.003895,0.00105,0.024536,0.027863,0.022867,0.010552
0.012821,-0.071683,0.030837,0.03161,0.072249,0.031501,0.020143,-0.004584
-0.021639,0.045915,0.016708,-0.014368,0.037249,-0.024485,0.010274,-0.025186
-0.008387,0.004109,0.0112,-0.030222,0.03963,-0.005301,0.026898,0.020879
-0.06354,-0.025082,0.102873,0.038277,0.040322,0.005064,0.049159,0.014212
0.04917,0.009531,-0.01736,-0.024091,0.048801,0.037989,-0.032076,-0.020758
0.009135,0.01783,-0.032962,0.00752,0.023546,-0.040705,-0.013286,0.020582
0.030472,0.022516,0.00099,-0.005915,0.003328,0.05039,0.000186,-0.063553
-0.022366,0.038594,0.024605,-0.018433,0.001742,-0.007297,0.009285,0.008185
-0.028252,-0.016061,-0.02886,0.023701,0.042948,0.01146,0.023217,0.032938
-0.00503,0.009822,0.007205,-0.012666,0.019837,0.038849,-0.010025,-0.024806
-0.020177,0.006748,-0.043374,-0.031197,0.03319,0.011135,0.012386,0.045197
-0.014375,0.015098,-0.01491,-0.029478,0.02509,-0.007623,-0.011257,-0.013281
-0.028164,-0.042618,0.025686,0.025087,0.00705,-0.021856,-0.021442,0.036782
-0.036539,0.008946,0.054336,0.013276,0.029026,-0.04587,0.026181,0.035313
0.040978,0.069662,0.057685,-0.12324,-0.05874,0.024834,0.028451,-0.040213
0.008828,0.020317,0.023293,-0.008385,0.012028,-0.054972,0.059359,0.02666
-0.036136,0.032649,-0.022727,0.02273,0.048999,-0.010914,0.033167,0.031295
-0.005825,0.003663,-0.019922,0.04231,-0.028061,0.040733,0.066916,0.017556
-0.008539,-0.021853,0.012478,-0.112955,-0.058945,-0.007176,0.026476,-0.018341
0.016144,-0.004263,-0.014954,0.019259,-0.016942,0.042227,0.012919,-0.006629
-0.008091,-0.011446,-0.016724,0.004445,0.01645,0.050359,0.00561,-0.037647
-0.011264,0.022065,0.005979,0.004271,0.008697,-0.030066,0.018709,-0.060739
0.084319,0.001983,-0.021808,-0.00232,0.013143,0.051116,-0.005583,-0.031896
0.002043,-0.087335,-0.036544,-0.10478,-0.040247,-0.066778,0.07004,0.004698
-0.04217,0.012004,-0.001113,0.020913,-0.016558,-0.051271,-0.079568,0.031714
-0.007105,-0.010997,0.012717,0.004531,0.019861,-0.037182,-0.022815,-0.055711
-0.022,0.06452,0.006739,-0.018557,0.007682,0.018929,0.003193,-0.043195
0.002624,-0.050815,-0.021028,0.036791,0.017761,0.01175,-0.04098,-0.050565
0.028927,0.064955,-0.025504,0.039248,0.05367,-0.078341,0.037484,-0.013757
-0.01542,-0.004317,-0.021581,-0.015426,0.012191,0.037231,-0.007102,-0.006291
-0.042962,-0.001542,0.011673,-0.014724,0.003686,0.000267,-0.002593,0.008347
0.029886,-0.04804,0.005366,0.007474,0.003638,0.016272,-0.068256,-0.041134
-0.004943,0.001112,-0.007302,-0.016934,-0.00456,-0.01101,-0.010298,-0.02027
0.135927,-0.058167,-0.081389,-0.034348,0.165501,-0.042039,-0.068284,0.083504
0.022687,0.010725,0.000932,0.001465,0.015546,0.037736,0.009222,-0.033209
-0.025555,0.035392,-0.038745,0.000358,0.023147,0.024589,0.023253,0.035369
-0.006844,0.022,-0.025882,-0.029815,0.029046,0.014831,0.010979,0.021065
-0.012709,0.020351,-0.011142,-0.001377,0.019495,-0.000805,0.032597,-0.021982
-0.004683,0.020814,0.01454,-0.012124,-0.000177,0.055594,0.012535,-0.033689
0.005258,-0.009917,0.001874,-0.008569,0.032364,-0.017522,-0.004446,-0.061154
-0.02992,-0.028646,-0.016019,0.003372,0.008289,0.046419,0.047739,0.024583
0.155359,-0.002747,-0.014463,-0.072217,-0.124144,-0.005836,0.078912,0.03478
-0.016109,-0.028561,-0.018203,-0.029491,0.006361,0.018764,0.009522,0.020294
-0.04343,0.009697,0.038278,-0.022168,-0.020537,-0.094754,-0.098245,0.033278
0.106279,0.008126,-0.028626,0.002788,-0.055317,-0.017099,0.070012,-0.007731
-0.034696,0.007392,-0.000729,-0.010852,-0.001743,0.032442,-0.030848,0.00571
0.034754,-0.006791,0.035554,0.038275,-0.00264,0.002673,-0.047101,0.078625
0.079846,0.064982,-0.006797,0.042162,-0.102015,-0.018959,0.014816,0.074161
0.043222,0.037196,0.032665,0.011518,-0.03127,0.010714,-0.053066,0.010414
0.00699,0.006951,-0.012067,-0.011513,-0.012961,0.05205,0.011133,-0.056024
0.003393,-0.002302,-0.027029,0.001633,-0.024367,0.042943,-0.05762,0.053016
-0.013253,0.048259,-0.022864,0.007771,-0.022489,0.019381,-0.019154,0.013169
0.029822,-0.010093,0.029832,0.048086,0.023767,0.023108,-0.10227,-0.064121
0.004956,0.023044,0.031019,-0.032547,0.02009,0.01085,0.02371,-0.033475
-0.016208,-0.005234,-0.020928,-0.030979,-0.012334,0.04145,0.028389,-0.02814
0.000062,-0.000758,-0.031027,-0.020159,0.022312,0.028556,0.019852,0.027527
-0.003391,-0.061068,0.014334,-0.094805,-0.091005,-0.040589,-0.00762,0.011103
-0.03332,-0.029245,-0.000823,0.003157,0.040878,-0.037935,-0.03015,0.042575
0.00393,0.023334,-0.047743,-0.006831,0.055102,-0.04006,-0.001407,0.025725
-0.028627,0.056482,-0.027472,-0.031684,0.036449,-0.040503,0.015699,0.014545
-0.027541,0.005013,-0.045682,-0.025424,0.027002,-0.022736,0.021547,0.002619
0.00399,0.007636,-0.004575,0.053278,-0.034743,-0.030039,-0.000519,-0.037058
-0.036875,-0.011648,0.001572,-0.010844,-0.006218,-0.012037,-0.005048,-0.052438
0.054249,0.087153,-0.043218,0.030396,-0.033582,-0.028361,0.074569,0.021335
0.002752,0.019023,0.002223,0.009714,0.028535,0.043184,0.003208,0.040109
-0.012781,0.014763,0.041429,0.012321,-0.00431,0.019931,-0.038916,-0.01826
-0.027136,0.059863,0.024009,0.001022,-0.025245,-0.015503,-0.035102,0.034789
0.059029,0.075687,-0.034016,0.037198,-0.042636,-0.021553,0.028965,0.036877
-0.019174,-0.016653,0.054904,0.018385,0.003354,-0.005086,0.051723,0.028839
-0.021443,0.05723,-0.04646,0.006922,0.030772,-0.021039,0.023265,0.011765
-0.020066,0.010162,-0.005091,-0.022084,-0.02026,0.028966,-0.010172,0.001486
-0.043984,-0.000842,-0.033901,0.015947,0.016914,0.040704,0.033993,0.006896
0.040179,-0.105299,-0.040602,-0.104391,-0.023895,-0.059871,0.056552,0.008196
-0.033849,-0.016022,0.003133,-0.005712,0.031119,0.001227,0.051016,0.043765
-0.039212,-0.056913,0.070094,0.004442,0.029819,0.040955,0.061388,0.048907
0.098065,-0.043395,-0.015582,0.043969,0.014849,-0.01349,0.084459,0.059164
-0.017128,0.029876,-0.005117,-0.005491,-0.003408,0.011864,-0.018802,-0.022471
0.077002,0.02648,0.020494,0.042364,-0.041616,-0.083491,0.005898,-0.017535
-0.006886,-0.020061,-0.032692,-0.014804,0.01461,0.038637,-0.005971,0.011591
0.001941,0.042692,-0.056814,0.032535,-0.013582,0.019963,0.020813,0.014334
-0.029255,0.041943,-0.033974,-0.015924,-0.016132,-0.004042,-0.007715,0.034543
0.080823,-0.010863,0.01149,0.013828,0.003156,0.026381,-0.00549,0.005794
0.013926,0.058073,0.067655,-0.12211,-0.06911,0.034979,-0.005424,-0.040105
0.059984,0.026829,-0.000038,0.036907,-0.062649,-0.061024,0.03674,-0.01381
-0.013419,-0.003247,0.006376,0.000204,-0.013375,0.000153,-0.015705,-0.050017
-0.005412,-0.010242,-0.011989,0.003671,0.007969,0.050345,0.00033,-0.023535
0.016262,0.069766,0.054077,0.009073,-0.034159,-0.077535,0.018769,0.042668
0.031337,0.011221,0.047875,0.010226,0.015502,-0.005233,-0.020145,0.026256
-0.027911,0.042198,0.014291,0.017269,0.037046,0.012469,-0.005875,-0.039863
-0.032252,0.009261,-0.050173,-0.00718,-0.002155,0.015131,-0.006687,0.018767
0.007015,-0.021253,-0.089093,0.007507,-0.05448,0.113116,-0.0413,0.06397
0.02075,-0.020566,-0.007805,0.002179,-0.026811,0.030761,-0.032509,0.026884
-0.011845,0.034804,-0.058815,0.007733,-0.016968,0.001392,0.010922,0.041888
-0.037392,-0.042794,-0.013742,0.041781,-0.046481,0.030082,-0.053232,-0.035732
0.001527,0.034406,-0.007795,0.023274,0.043281,-0.062809,0.049432,-0.003487
0.007808,-0.002661,0.032263,-0.024182,0.035746,0.015314,0.011138,-0.007282
0.027259,-0.025033,-0.006918,-0.041713,0.021196,0.051978,-0.02262,0.001738
0.051336,0.014426,-0.004613,0.048195,-0.076042,-0.006903,0.003513,-0.01575
-0.02233,0.019062,-0.00647,0.011771,-0.062285,0.014619,-0.076681,0.038266
-0.022447,0.028346,0.058265,-0.016269,0.01787,0.006079,0.046445,-0.026578
0.017661,0.004516,-0.003975,0.032415,-0.095587,0.015314,-0.007525,-0.013922
0.000336,-0.018847,-0.009942,-0.015823,0.008003,0.027828,-0.006277,-0.055709
-0.033086,0.0149,0.015088,-0.029723,-0.01573,0.017848,0.006773,-0.009056
-0.019631,0.010222,0.025372,-0.006047,0.021908,-0.045677,0.014701,-0.014633
0.036331,0.021394,0.033674,0.045366,-0.015475,-0.002546,-0.032871,0.040682
0.004723,-0.031041,-0.029351,0.053373,-0.039326,-0.023483,0.003273,-0.024695
-0.043943,-0.059279,0.001088,0.012108,-0.080653,0.017712,-0.07063,-0.015327
0.049865,0.010016,0.079496,0.085637,-0.053834,0.05421,0.046098,-0.01183
-0.032272,0.047961,-0.011644,-0.010363,-0.010634,0.053062,0.00253,0.00663
-0.033392,0.020992,0.007172,0.007248,0.022182,0.001229,0.002738,0.010609
0.01517,0.058851,0.091472,-0.122161,-0.068948,-0.004275,-0.029386,-0.035051
0.02278,-0.045517,-0.001813,0.019563,-0.027126,-0.021492,-0.041326,-0.023479
-0.030652,-0.02138,-0.00454,-0.021121,-0.002129,-0.026584,0.008396,-0.047304
-0.008288,0.031608,0.00295,-0.032847,0.005169,0.030351,-0.027438,-0.024857
-0.012926,0.05142,0.025401,-0.022727,0.007433,0.03533,0.007799,-0.02875
-0.04189,0.02029,0.023317,0.003631,0.003829,0.007127,0.009397,-0.029974
-0.01067,0.009869,0.016665,-0.013627,0.028346,0.025778,0.030138,0.008532
0.042695,0.005504,-0.011564,-0.008453,0.009983,0.015082,0.022659,-0.053079
0.009762,-0.012239,0.016155,-0.024221,0.030125,0.012504,-0.00482,-0.015409
0.003593,-0.076973,-0.062057,0.012832,0.037187,0.00468,0.021246,-0.047332
0.023642,0.002197,-0.058662,-0.023821,0.028948,0.036963,-0.008003,0.066792
0.014124,-0.074324,0.000733,-0.099594,-0.070388,0.002772,-0.013765,0.002504
0.055618,-0.023484,-0.031231,-0.035142,0.034531,0.063513,-0.025157,0.016493
-0.008507,-0.069089,0.00752,-0.112591,-0.038391,-0.048697,0.00604,-0.008077
0.020155,0.02086,-0.044043,0.050691,-0.024192,0.009828,0.065466,-0.046125
0.118351,0.017394,-0.057374,0.026225,-0.092494,0.076215,0.078724,-0.006638
0.006522,-0.002733,0.007826,0.007287,0.057281,0.026267,0.019263,0.01741
0.02455,0.024414,-0.003496,0.021932,0.054305,0.018143,-0.020527,0.04395
-0.004742,-0.030718,0.007102,0.026884,-0.025999,0.039372,-0.022392,0.063188
-0.009915,-0.009182,0.027453,0.005,0.021148,0.014367,0.007962,0.002259
0.041248,0.004748,-0.036089,0.039546,-0.041756,0.024579,-0.061055,0.045936
-0.061403,-0.014055,-0.03601,0.031421,0.007052,0.02539,-0.008533,-0.00913
-0.013165,0.022494,-0.026995,0.008059,0.006204,0.035686,0.018935,0.005237
-0.024391,0.013785,0.062068,0.03476,0.024543,-0.04942,-0.022771,0.025455
0.066729,-0.043858,0.012377,0.03254,0.013342,-0.043938,0.021747,0.043489
-0.04214,-0.008237,0.025866,0.002015,-0.002199,-0.006983,0.016243,-0.000709
0.033353,0.077522,-0.022731,0.013444,0.001727,-0.051637,0.050912,0.050076
0.029349,0.081228,0.008734,0.038652,0.068954,-0.068193,-0.030936,-0.01347
-0.026803,0.052858,-0.012893,-0.025499,0.024289,-0.010545,0.001783,-0.009797
-0.009918,-0.001731,-0.007838,-0.008383,0.009309,0.047447,-0.012749,0.011865
0.043179,0.019754,-0.026442,0.067783,-0.076886,-0.003237,0.034232,-0.018409
-0.010956,0.012133,-0.020151,-0.024041,0.008248,0.030096,0.006698,-0.004171
-0.010144,-0.026864,-0.027958,-0.004079,-0.002294,0.042414,0.02808,0.008223
-0.033571,0.031585,0.055605,0.009989,-0.029913,0.011812,-0.0051,0.028969
-0.023843,0.030068,-0.059856,-0.015856,0.00284,-0.001503,0.017806,0.036404
0.020994,0.001428,-0.010779,0.042959,-0.076137,-0.004267,0.0027,-0.017791
-0.056932,-0.023937,-0.044708,0.001513,-0.047602,-0.028024,-0.056333,0.068632
-0.03718,-0.038045,0.006789,0.02351,-0.043313,0.020124,-0.070363,-0.037019
0.006595,-0.011818,-0.025658,0.039202,-0.060078,-0.027724,0.02684,-0.019028
-0.004806,-0.020903,0.037093,-0.007151,0.050774,-0.057048,0.062701,0.025763
-0.024496,-0.001735,-0.037468,-0.012622,0.012674,0.02929,0.013032,0.021555
-0.001981,0.002797,0.010434,-0.015131,-0.018662,0.020466,-0.031042,-0.001109
0.01405,-0.02196,-0.038461,0.0183,0.020557,0.032392,0.019127,-0.058478
0.016325,-0.012839,0.012376,-0.030497,0.013523,0.041958,-0.008956,-0.021797
-0.026258,-0.000749,-0.04532,-0.014293,0.029474,0.007379,0.001159,0.005738
-0.02186,0.013511,-0.006163,0.006347,-0.066178,0.02135,0.017706,0.047964
-0.003864,0.026242,0.020475,0.002482,0.003265,-0.032209,0.013175,0.01791
-0.015158,0.012531,-0.005949,-0.002012,-0.004776,0.005252,0.061675,0.02239
-0.001276,-0.024774,-0.040779,0.019764,-0.040299,0.030398,0.024752,-0.033674
-0.022268,0.037978,0.014739,0.028346,0.04232,-0.00805,-0.007569,-0.086806
-0.016774,0.022281,-0.001383,-0.038663,0.015106,0.001649,-0.018179,0.010761
-0.043303,-0.026241,-0.003874,-0.013499,-0.003025,0.020851,0.022655,-0.009739
0.010924,-0.005187,0.063923,0.027717,0.06251,0.040039,0.019875,-0.00279
-0.020075,0.028501,-0.023901,-0.064293,0.004439,-0.018891,0.017808,0.059496
0.034826,-0.0103,0.038662,-0.034161,-0.023365,0.031175,-0.026813,0.013789
-0.006974,-0.069896,-0.040266,0.014035,0.046833,-0.005366,-0.007673,-0.054996
-0.024233,-0.012373,0.030016,0.005675,-0.029567,-0.031781,-0.054356,-0.039028
0.075807,0.17419,-0.04968,-0.041062,0.008671,-0.107631,0.020094,0.17951
-0.028626,0.043713,-0.048248,-0.005395,0.073573,-0.053145,0.003082,0.02351
-0.03058,0.040812,0.008738,-0.032042,-0.012001,-0.008046,-0.039568,0.00443
0.014711,0.029648,0.006241,0.038525,-0.081851,-0.020206,-0.042835,0.020143
-0.028605,-0.052067,-0.029184,0.034543,-0.046145,-0.004372,-0.015542,-0.024834
0.008962,-0.059938,0.129604,0.079069,-0.054271,0.093461,0.046964,0.041814
0.001575,0.022868,-0.003672,-0.035021,0.004078,0.024076,0.001787,-0.036054
-0.022997,-0.03114,0.000446,0.009498,-0.036243,-0.052389,-0.012949,-0.026024
-0.021546,-0.001558,0.013361,-0.00295,-0.020475,0.006563,-0.027112,-0.050205
0.093747,0.010802,0.013901,0.036773,0.028442,-0.022968,0.018229,0.022228
0.021248,-0.023583,-0.005622,-0.109414,-0.060136,0.030933,0.03903,-0.017348
0.012053,-0.036737,-0.046168,0.024773,-0.002876,-0.008278,-0.089194,0.060724
-0.054828,0.025858,-0.019073,-0.002587,0.022105,0.003915,0.013052,0.049453
0.02179,-0.01451,-0.028764,0.03196,-0.012976,-0.023198,0.028675,-0.036284
0.095776,-0.043666,0.0039,-0.033912,0.042906,0.085573,-0.043348,0.001947
0.000382,0.002996,0.033146,0.005216,0.009477,0.025102,-0.02301,0.054865
0.010695,-0.002758,0.04547,0.010243,0.076123,-0.039735,0.02944,-0.039148
0.000848,-0.060664,-0.098831,0.043162,-0.049193,0.032518,0.078989,-0.018169
0.011414,-0.013871,-0.010651,-0.085456,-0.012335,0.021522,0.005579,0.006165
-0.004048,-0.00571,-0.021396,0.011793,0.004825,-0.079354,0.057998,-0.041085
0.007105,0.010406,0.025559,-0.053416,-0.014736,0.020039,0.028482,-0.00201
-0.009045,0.043295,-0.017334,0.011419,0.034385,0.011087,-0.002397,-0.035816
-0.01032,-0.040647,0.02075,-0.105125,-0.076487,-0.006468,-0.009667,-0.007285
-0.019085,0.077406,-0.021496,-0.016173,0.009637,-0.023167,0.017534,0.013722
0.040651,0.00232,0.006848,0.031173,-0.02104,-0.022011,-0.003315,0.040483
0.021573,-0.029071,0.028681,-0.109806,-0.048431,-0.103105,0.031331,-0.000653
-0.00704,0.012265,-0.030797,-0.041901,0.036263,-0.021083,-0.004598,0.012417
0.036309,-0.026189,0.044495,0.000213,0.098141,-0.009863,0.002012,0.0307
0.010593,0.056715,0.005863,-0.029265,0.006702,0.036374,-0.000664,-0.010911
-0.037616,-0.003986,0.013654,0.020416,0.037272,-0.011078,0.061347,0.030975
-0.032067,0.010947,0.039005,-0.008313,-0.003885,0.02753,0.040553,-0.028198
-0.031214,-0.015904,0.020418,-0.022663,-0.00786,0.02172,0.014078,0.00209
0.021079,-0.011253,0.040781,-0.012741,0.012137,-0.037926,0.02962,0.013925
0.003712,-0.014714,0.058856,0.042596,0.025669,-0.006479,-0.010233,0.050981
0.009069,0.003071,-0.013052,-0.001159,0.035283,0.015668,-0.070927,-0.00095
0.002635,-0.024736,0.025988,0.029764,-0.037632,-0.014906,-0.04139,0.038568
-0.019679,0.006126,-0.001578,0.003348,-0.004609,0.005121,0.002523,-0.057838
-0.038884,0.005915,0.003081,0.044949,0.004265,-0.006692,-0.025531,-0.065462
-0.017286,0.033859,-0.002367,-0.020523,-0.014204,0.051684,-0.003304,-0.034216
0.084128,0.007714,-0.005309,0.024642,-0.002959,0.022235,-0.079901,0.015608
-0.004647,-0.052783,-0.015388,-0.111065,-0.044067,-0.035514,0.056047,-0.009874
-0.042268,0.017957,-0.013973,0.020137,0.019588,0.01401,0.020808,0.032814
0.108325,0.005811,-0.012164,-0.008021,0.063086,0.066025,-0.062341,-0.023444
0.095726,-0.059517,-0.011793,0.046596,0.059012,-0.050751,-0.044078,-0.039816
-0.038777,-0.037364,-0.041275,-0.002444,0.021357,0.023908,0.033516,0.009056
